,index,focus_intensity,background_intensity,focus_std,background_std,centre_distance,phase
200,0,1604.5135135135135,13.151538619521128,7.223614147116097,0.009721584367713306,453,4
201,1,2150.837837837838,13.011214465419568,7.923715318354827,0.009614676943106769,357,4
202,2,2876.108108108108,12.567791678789643,10.0193227328987,0.009717534612003883,320,4
203,3,2456.7027027027025,12.9055488284927,6.3983727917779,0.009680782534584058,357,4
204,4,1355.945945945946,13.654208526587825,6.434015924324185,0.01053872096780482,453,4
205,5,2405.5135135135133,13.12906369268685,10.562736271820045,0.009751679488980005,357,4
206,6,2195.837837837838,12.576766246213353,7.270673505698245,0.009821769557386657,226,4
207,7,1054.7027027027027,13.425873709972787,3.3189067842160562,0.01253520869238003,160,4
208,8,2610.5405405405404,12.186865683136798,12.286249542583628,0.009825358448066436,226,4
209,9,1004.1621621621622,14.303161743312396,4.9112672166665945,0.011436672265739698,357,4
210,10,2578.4864864864867,13.34355585411354,11.575118880388985,0.01085491715927987,320,4
211,11,2449.972972972973,12.488446447825567,9.429798012540958,0.009990802404817081,160,4
212,12,2831.972972972973,10.891537164764072,11.547689822151195,0.008950878641530415,0,4
213,13,2314.972972972973,11.84261454072464,7.071221368222215,0.009687995556478585,160,4
214,14,2633.3783783783783,12.72725765458933,7.621846973029539,0.009849996740482248,320,4
215,15,2235.837837837838,13.263627650652928,7.42712474005449,0.010058062197590681,357,4
216,16,2152.972972972973,12.662717785688614,7.252262082455184,0.00995758791438286,226,4
217,17,2110.6486486486488,12.103449271765733,8.39590287713613,0.009112984531756402,160,4
218,18,2215.135135135135,11.82796428143559,11.51117614658953,0.009199695013490893,226,4
219,19,2069.2432432432433,12.48983809409711,6.320211807414763,0.009502644543099723,357,4
220,20,2326.162162162162,12.712410575228054,7.876930794042324,0.009399501993757489,453,4
221,21,2254.837837837838,12.810222663403447,8.331123365317696,0.00983816963965083,357,4
222,22,2138.5945945945946,12.791950486915743,8.001594021202608,0.01013403942978903,320,4
223,23,1839.7837837837837,13.15856317068579,8.252952645601496,0.00957984293801973,357,4
224,24,1510.7837837837837,13.053873076725598,5.013660686283819,0.009892071229122654,453,4
225,0,1625.3513513513512,12.944025013263962,9.645749902683685,0.0095377949510097,453,5
226,1,2133.189189189189,13.060162761642335,7.339302311463076,0.009935321531299383,357,5
227,2,2877.027027027027,12.7339570247651,8.87486964165101,0.009818800692474067,320,5
228,3,2477.6216216216217,12.837274726591248,8.026922499214894,0.009761628128898683,357,5
229,4,1516.5405405405406,13.317732846702835,5.40197115155858,0.010100184862722218,453,5
230,5,2403.864864864865,12.991124912286708,6.583304709211035,0.009872841853161054,357,5
231,6,2084.4324324324325,12.770728148693285,5.377840600649165,0.010099008990838917,226,5
232,7,1325.1891891891892,13.288839874035153,5.625237641318957,0.011562059134261964,160,5
233,8,2571.2432432432433,12.285276788923309,13.189377790266809,0.009713011955288457,226,5
234,9,1629.0,13.809177591606907,5.636674234044849,0.011531187230046595,357,5
235,10,2740.0,13.11755292748464,8.60241018089581,0.010347479862402118,320,5
236,11,2494.6486486486488,12.36256717554639,6.96114817781998,0.0098980226619391,160,5
237,12,2892.4324324324325,11.015602269421006,14.62157368931248,0.00874988170963142,0,5
238,13,2390.6486486486488,11.821139759366067,6.513033089405473,0.009881877069188146,160,5
239,14,2650.4324324324325,12.797065669444967,8.70375522765196,0.009767592099885574,320,5
240,15,2287.054054054054,13.136949331667493,6.316921741343756,0.010307605038410512,357,5
241,16,2149.972972972973,12.767746966403669,5.799862279728932,0.010090011044589196,226,5
242,17,1945.7027027027027,12.145116294990501,7.04144724823619,0.009268003928647177,160,5
243,18,2257.108108108108,12.067957478307004,11.556181804004005,0.009305394514612347,226,5
244,19,2103.945945945946,12.423348208937343,6.023201542691405,0.009224033766646508,357,5
245,20,2377.4864864864867,12.831970211709939,8.500730138504975,0.009591162950771831,453,5
246,21,2291.7837837837837,12.967219830905886,6.632273300931921,0.01011751567462043,357,5
247,22,2218.891891891892,12.673456246042205,6.6581764058597015,0.009845354868100882,320,5
248,23,1961.837837837838,12.943887025278544,8.00707443899486,0.009963235684161449,357,5
249,24,1583.918918918919,13.47015822622328,4.3786083320291835,0.010366334695131525,453,5
250,0,1651.1351351351352,13.22595479128515,7.178223923989807,0.009695320139959137,453,5
251,1,2172.7837837837837,13.123570915127761,6.099747343572537,0.009991093618146443,357,5
252,2,2915.0,12.81987968303411,9.211816338972769,0.009912667224505942,320,5
253,3,2485.0,12.964638706806552,9.681562455021886,0.009868347020648656,357,5
254,4,1499.5405405405406,13.658484014787177,6.728003099308281,0.010960555602674987,453,5
255,5,2443.3513513513512,12.967432696092693,6.876901154622964,0.009636204452872285,357,5
256,6,2050.3783783783783,12.771746478632187,4.999832188761931,0.009810908343052252,226,5
257,7,1256.4054054054054,13.234129242328295,5.21032568385719,0.01139154255917472,160,5
258,8,2564.9189189189187,12.239638065001968,12.258142499117701,0.009916861536823782,226,5
259,9,1560.7027027027027,13.817598067740334,5.1911405206219134,0.011279424248091372,357,5
260,10,2714.189189189189,13.436749088637491,9.819766431299952,0.010709251461641084,320,5
261,11,2495.324324324324,12.48148821646785,7.983552674110575,0.009919048114050444,160,5
262,12,2905.810810810811,11.181396438412433,12.011428563056196,0.009004804182231613,0,5
263,13,2371.7027027027025,12.059693174622192,9.696479587150414,0.009859081119309098,160,5
264,14,2646.3513513513512,12.87234078967636,8.345026575203725,0.009730464143660312,320,5
265,15,2294.837837837838,13.237343613616526,8.76338700556866,0.010106134141496845,357,5
266,16,2105.972972972973,12.830422392989782,5.1656966089567655,0.009965101246709823,226,5
267,17,2040.1891891891892,12.098243166920536,7.450134970940254,0.009288337270769434,160,5
268,18,2252.4054054054054,11.906527580482294,9.958970574341416,0.009106344372768931,226,5
269,19,2092.5675675675675,12.473801536908041,6.591109019094828,0.009541311589034675,357,5
270,20,2380.5945945945946,12.826601516370296,7.887583001727753,0.009438823007945482,453,5
271,21,2304.2162162162163,13.121513931438155,9.320613059708942,0.010152255963016535,357,5
272,22,2248.7567567567567,12.74978499546458,7.64042203040104,0.009912184350247284,320,5
273,23,1988.4324324324325,13.095456665354533,10.468397643345293,0.01001828245332168,357,5
274,24,1487.4054054054054,13.398386289342621,4.391781197683517,0.01025683663294398,453,5
